link,name,price,avg_rating,number_ratings,description,keywords
https://www.airbnb.com/experiences/371834?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=120934c4-ce90-4538-ac15-dae02b27d77d&searchId=920d765a-dc55-45d4-9f17-00fb8b35e2f7&sectionId=aff7c83c-c7d9-4df6-9e51-95675616988d,Hamilton & Washington in New York City,42,5.0,82,"History class was never this fun!  American history and Hamilton fans come one and all!  Step back in time to the exciting founding of the United States!  This walking tour in Lower Manhattan explores British colonial times, the Revolutionary War, and the early United States, seen through the accomplishments of Alexander Hamilton and George Washington.  You will see remarkable and little-known historic locations and experience history.  Relive the first reading of the Declaration of Independence and the revolt that followed.  Snoop into the Culper spy ring.  Honor American soldiers in the Battle of Brooklyn.  Stand in awe by the tavern where Washington bid farewell to his officers after the war.  Applaud Hamilton's achievement in the ratification of the Constitution.  Celebrate at the site of Washington's inauguration and the first capital.  Gain insights into the duel between Hamilton and Aaron Burr.  Visit the final resting place and respects to Alexander and Eliza Hamilton...and much more.   You'll hear stories, letters, and speeches, and see paintings from the time.  This is an immersive tour of early America for history buffs and lovers of the musical \""Hamilton,\"" on the streets where it happened!  This is a GREAT experience for corporate groups & team building.  NOTE: This outdoor tour takes place in rain, snow, or shine.",walking tour ; lower manhattan ; united states ; declaration of independence ; revolt ; culper spy ring ; inauguration ;
https://www.airbnb.com/experiences/4494264?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,"En espaÃ±ol, un dÃ­a caminando por New York como un local",73,5.0,16,"Este tour es 100% en EspaÃ±ol y vamos a recorrer los principales vecindarios de Nueva York a pie y en subway,  para aprender de su historia y sacar las mejores fotos, por supuesto : )  La idea es que vivamos esta experiencia como un grupo de amigos, donde podremos compartir experincias y datos de la ciudad.     Los lugares que visitaremos son:   1- Downtown: Battery Park, Custom House, Bowling Green Park, Broadway Street, Toro de Wall Street,  Wall Street,  Federal Reserve, Oculus, 911 memorial.     2- Midtwon: Times Square, Bryant Park, Biblioteca Publica, Edificio Chrysler, Grand Central Terminal, Park Avenue, Rockefeller Center, Catedral San Patricio, 5ta Avenida, Hotel Plaza.     3- Central Park",en espagnol ; en subway ; battery park ; custom house ; bowling green park ; wall street ; federal reserve ; 911 memorial ; midtwon
https://www.airbnb.com/experiences/4018986?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,Greenwhich/East Village Shopping Tour With Nyc Stylist,459,5.0,6,"Step back in time with a vintage hunting experience like no other! Join me on a journey through the East Village hidden gems and nostalgic treasures as we scour local markets and boutiques for unique pieces that speak to your style and soul. Whether youâre into retro chic, classic elegance, or funky finds, Iâll curate a selection thatâs perfect for you.    The tour includes:     -A style assessment  prior to tour where we will discuss eras, colors, shapes and textures that conform to your style while incorporating that into a visual mood board.    -Shopping across 3-5 NYC Stores, carefully chosen based on your budget, personal style and shopping list    -Photoshoot location in the East Village     -On set styling     -Modeling and posing couching      -10 edited photos       I'm a New York fashion stylist with over 10 years of experience; I've been published in Vogue and Bravo TV.   My goal is for you to discover a new passion for sustainable fashion and to walk away with amazing pieces and outfits that all compliment your unique style.  Whether youâre a seasoned vintage enthusiast or new to the retro scene, this Airbnb experience promises a day filled with discovery, style, and memories to treasure forever. Book now and letâs embark on a journey through time together!â    **Flexible on timing for tours, please contact me for a different time**",vintage hunting experience ; east village hidden gems ; nostalgic treasures ; local markets ; boutiques ; retro chic ; classic elegance ; funky finds
https://www.airbnb.com/experiences/3004718?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,Noshing the Jewish Lower East Side Food and History Tour,321,5.0,4,"We're going to explore the great story of the American immigration experience through the Jewish Lower East side with its 200-year saga of history, eating, demonstrating and fighting for the American Dream.","american immigration experience ; jimmy lower east side ; 200-year saga of history, eating, demonstrating and fighting for the american dream."
https://www.airbnb.com/experiences/182323?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,"\""The Real\"" Brooklyn Walk",687,5.0,6,"Brooklyn has its own downtown, beautiful townhouse-laden streets, and even its own central park, Prospect Park, designed by the same man who designed Manhattan's Central Park.  All that and more makes Brooklyn , home of best things happening in NYC now, not only attractive for the visit but very important in understanding New York life.   In fact, there probably will be no New York City without Brooklyn agreeing to join its strength in 19th century! And now, after pandemic, Brooklyn is blooming more than ever.     Brooklyn's diverse range of attractions on our walk includes:   - The famous Greenwood Cemetery with excellent skyline views  - Industry City, home to artist studios, fledgling startups & restaurants.   - Park Slope, home of the best brownstones  - The historic Boerum Hill with its glut of modern restaurants   and more  - Best of Brooklyn Bridge Park     We will stop by at coffeeshop for snack and later eat a quick lunch at food market with best local food.  We will end at the Brooklyn Bridge Park (Pier 6), a convenient and less touristic place to enjoy great views of downtown Manhattan (30min to Brooklyn Bridge Entrance or Dumbo).    Do not forget comfortable shoes and water bottle, we will walk a lot!   In cold months, please dress accordingly since we will be outdoor",new york city ; new york city ; brownstones ; boerum hill ; food market ; comfortable shoes ; water bottle ; cold months
https://www.airbnb.com/experiences/2219129?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,Dog photoshoot in Central Park,184,5.0,3,"* MESSAGE ME IF THE DATE / TIME YOU NEED IS NOT AVAILABLE *    Do you love to go on scenic walks with your pup? I will photograph and capture memories of you, and your furry best friend in the most scenic parts of Central Park.    We will be embarking on a light walk through Central Park, starting at the park's west side entrance. As we walk, Iâll be capturing all the cute and funny moments between you and your pup. Once the experience is over, you will leave with memories that will last a lifetime. I will provide you with 20 professionally and beautifully edited photos that will be delivered through an online gallery that I will message you the link to within 1 week.    * MESSAGE ME IF THE DATE / TIME YOU NEED IS NOT AVAILABLE *",scenic walks ; central park ; light walk ; funny moments ; online gallery ; professionally edited photos ; date / time needed
https://www.airbnb.com/experiences/1527020?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=a60bb004-9323-4f42-a141-c48f2ac66c85&searchId=941cf844-af88-483a-8255-7b08e06eef56&sectionId=54ce7fa8-d4c0-464e-ae48-a7d3d099fde8,"Create a Cocktail, The Old-Fashioned",,5.0,6,"First we'll have a little chat about cocktails. I want to know your experience and interest in the field. Are you a complete novice looking to make more informed cocktail choices? Are you a professional who wants to push their knowledge to the next level? Somewhere in between? This can take anywhere from 5-15 minutes, and will include a little context from my part about where the Old Fashioned comes from. I'll also make you an old fashioned so you can experience it from every sense!    After a briefing on tools and ingredients, you make your own! You can either go off one of my recipes, or take my ingredients and get creative. This part can take anywhere from 15-45 minutes. Depending on experience I have a multitude of ingredients we can choose from, so you won't necessarily be limited to one.    Lastly, we cheers! Everyone takes their original Old-Fashioned recipe, and we celebrate our new appreciation for a timeless classic.",old-fashioned ; cocktail choices ; recipes ; creative thinking ; personal taste ; personal taste ; personal taste ; personal taste
https://www.airbnb.com/experiences/2981713?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Private Professional Lifestyle Photoshoot,230,5.0,16,"We'll walk through the most picturesque areas of Soho, stopping for portraits along the way. Not only will you get to see some of my favorite and lesser-known spots in the city, you'll also receive beautiful lifestyle photographs to remember your time in New York.    This experience is perfect for everyone from solo travelers to couples and families who want to capture wonderful moments in this quintessential urban landscape.",lifestyle photographs to remember your time in new york ; solo travelers ; couples ; families ; beautiful moments in this quintessential urban landscape.
https://www.airbnb.com/experiences/2970081?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Alexander Hamilton Live,183,5.0,3,"Stroll with Alexander Hamilton on a fun and interactive living history walking tour for all ages in lower Manhattan.    If you are interested in American history or the musical Hamilton then this is the perfect experience for you.     Meet your guide outside of City Hall 10 minutes before your chosen tour time. You'll recognize your guide as one of the founding fathers of the country, Alexander Hamilton. Your guide is a native New Yorker and professional colonial reenactor, who will stay in character throughout your walking tour of colonial New York.    Making 17 stops Alexander Hamilton will point out over 70 locations and talk about over 40 different historical characters. Some of the landmarks are Aaron Burr's law office, Thomas Jefferson's residence, George Washington's residence, the first Supreme Court, and the first US Congress.     As you walk, you'll be able to travel back in time through your guide's commentary. See America's First War Memorial, where Alexander Hamilton drilled with Revolutionary Soldiers, where the Sons of Liberty erected Liberty Poles, and where Patriots fought the British prior to the Boston Massacre    Wireless headsets are provided so you can hear your guide clearly, and you'll have plenty of time to ask questions during and after the tour.",interactive living history walking tour ; lower manhattan ; american history ; musical hamiltonian ; colonial new york ; 17 stops ; historical characters ;
https://www.airbnb.com/experiences/164127?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Create a Diamond Ring With a Professional Jeweler,275,5.0,28,"You will have an exclusive, behind-the-scenes peek into the jewelry industry, and learn what it takes to create a diamond ring. You will start by selecting your own diamond from a parcel, then learn how to set your stone, size your band, solder your ring, and have a blast while doing it all. Best part is, you'll have a beautiful ring to add to your jewelry collection, or to gift to a special someone. I am a diamond expert and fine jewelry designer with over 10 years experience. Trained by a second generation Master Jewelr.  Other things to note  Please wear clothing that is comfortable and does not have large sleeves that can get caught in machinery. Please be at the entrance promptly to be let in by security.",diamond ring; diamond expert; fine jewelry designer; second generation master jewelr ; comfortable clothing ; large sleeves
https://www.airbnb.com/experiences/876586?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Ultimate World Trade Center Experience,106,5.0,4,"This immersive package features three dynamic activities, which includes a pass for a guided tour of the Ground Zero, entry ticket for the official 9/11 Museum, and entry ticket for the World Trade Center Observatory.     This 5-hour all access excursion starts with a guided tour. Itâs a poignant retrospective of September 11th highlighting the bravery of first responders. Inside 9/11 Memorial Plaza, bear witness to the miracle of the âSurvivor Tree,â the last living thing rescued. This is an unforgettable recollection of the struggle, determination, and grace manifested by those under siege.    The second part of this package is a self-guided experience of the 9/11 Museum. Full of artifacts that preserves a lasting remembrance, this underground museum is the official record keeper. From crushed FDNY vehicles to donated personal items, these exhibits are National Time Capsules.     One World Observatory is the third part of this package. Ascent 102 stories in 47 seconds inside SkyPod Elevators. Explore the highest observatory in New York on a self-guide adventure with amazing 360 views for up to 45 miles. From this architectural summit, view 100 stories below through the Sky Portal.     This Ultimate World Trade Center Experience transcends gender and ages in capturing the events of September 11th and New Yorkâs renaissance.    All hosts are fully vaccinated against COVID-19.","immersive package includes three dynamic activities, including a pass for a guided tour of the ground zero, entry ticket for the official 9/11 museum ; world trade center Observatory ; five-hour all access excursion"
https://www.airbnb.com/experiences/1399873?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Cycle NYC's Top Sites In One Day,138,5.0,8,"We'll depart from Midtown Manhattan and head to Central Park where we'll take in the Bethesda Fountain and other sites. We'll then head down through Columbus Circle to Times Square, then over to Rockefeller Center. Then we'll hit Grand Central Terminal. Then down the East River Park to cross the river, where we'll take in Brooklyn and break for lunch (cost not included). Then it's over the Brooklyn Bridge to City Hall Park, Wall Street, Battery Park and the World Trade Center site then back to Midtown. Lots of breaks for photos along the way and stories of history and local color. It's an ambitious day, covering about 20 miles (32 km). But with the right guide, you wonât waste time getting lost and you'll navigate the streets safely. Biking reveals the best of NYC as its builders intended to be seen: From the streets.  Other things to note  Biking NYC is probably safer than you might imagine. We can navigate most of the 20 mile route with dedicated bike lanes. That said, this is an intermediate tour, not for beginners. I do offer other tours that are shorter and avoid city streets. For this be prepared for thrills and to feel the burn.",midtown Manhattan and central park; benjaminsda fountain; cobblestone circle; times square; rockefeller center; east river park ;
https://www.airbnb.com/experiences/380236?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=0eaf44d1-67a1-4ffa-a17c-358a50807443&searchId=8e18fa11-fbce-42f3-bc6f-b64337a542cf&sectionId=932113b9-fd5f-453b-b031-3805bc80ca47,Exploring Eastern European Food in Little Odessa,78,5.0,8,"On this tour of Brooklynâs Little Odessa, weâll sample the delights of Eastern European and Former Soviet Union cuisine along Brighton Beach Avenue. Weâll share Georgian cheese bread as well as Turkish and Russian sweets and treats along with amazing dumplings, savory meat pies, authentic ethnic dishes, and so much more. Itâs a veritable cornucopia of food so bring your appetite; you wonât leave hungry, and you will leave happy!    I always try to customize the tour depending upon the interests of the group. For example, if enough folks want to check out a new Russian gift shop we can take a few minutes to scope it out.    Please note:  I offer three other delicious food tours in NYC; theyâre currently listed on consecutive days in the calendar. Check out:    â¢ âEthnic Eats in Elmhurstâ â airbnb.com/experiences/1215456\u003cbr />â¢ âSnacking in Flushing â From Anhui to Zhejiangâ â airbnb.com/experiences/700707\u003cbr />â¢ âThe Flavors of Little Levant and Little Yemen in Bay Ridgeâ â airbnb.com/experiences/1216588\u003cbr />    If thereâs one that sounds especially delicious but isnât scheduled for a day that works for you, donât hesitate to reach out to me. Click the Contact Host button below â I can probably reschedule it for a day that does!",babe beach avenue ; eastern european and former Soviet union cuisine ; georgian cheese bread ; turkish sweets ; russe
https://www.airbnb.com/experiences/2011027?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=0eaf44d1-67a1-4ffa-a17c-358a50807443&searchId=8e18fa11-fbce-42f3-bc6f-b64337a542cf&sectionId=932113b9-fd5f-453b-b031-3805bc80ca47,Discover New York with Private Chef Pavlos,115,5.0,10,"Enjoy your very own private chef experience at your place!     Learn the secrets hidden within each dish, and enjoy a delicious multi-course meal. Get ready to discover the taste of New York without leaving your own dining room!    I  will arrive 90 minutes before your preferred dining time in order to begin working my magic. I won't arrive empty-handed! No-no, I will show up at your doorstep equipped with every ingredient needed in order to prepare your meal.    Feel free to put your apron on and cook some of the dishes with me! I am eager to share with you the secrets behind my recipes and New York local hidden treasures. Not in the mood? Well then lay down, relax, enjoy a few appetizers and allow me and my team to take care of you.     Eat, share, drink, laugh, and explore New York dining scene from your own table. Oh and donât worry about tidying up, everything will be left spotless for you to continue to enjoy!    To have a closer look at my menus check out the What's Included section below.    Take advantage of our group discounts!  â 15% OFF â groups from 4 to 5 guests  â 20% OFF â groups of +6 guests      Please note that to book an experience there is a minimum of 2 guests required.",private chef experience ; new york local hidden treasures ; appetizers ; group discounts ; menus
https://www.airbnb.com/experiences/4683493?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=0eaf44d1-67a1-4ffa-a17c-358a50807443&searchId=8e18fa11-fbce-42f3-bc6f-b64337a542cf&sectionId=932113b9-fd5f-453b-b031-3805bc80ca47,"Tour the Landmark Japanese House in Brooklyn, New York",37,5.0,10,"Can you believe that this Japanese House is in Brooklyn, NY? This home was celebrated by the New York Times as \""perhaps the most unique house in the cityâ in 1997 and has been visited by architects around the world.    I invite you for an exclusive view into my historic 120 year old Victorian home of over 40 years. The external and internal architecture are in pristine condition, and I have filled my home with an eclectic collection of collectibles from my extensive travels!    This tour includes a walk through of the 1st, 2nd, and 3rd floors of the home as well as the unique Japanese-Victorian exterior architecture. Highlights include the dragon windows, art objects, and the 3rd floor ballroom/billiards room.    After the tour, I invite you to sit-down with me, the unofficial \""historian\"" of Prospect Park South. Beverages and snacks will be provided.     Bonus: Following this, I will advise you about a walk through our historic district. The American Institute of Architects named Buckingham Rd as the most interesting street of homes in the nation!    The Japanese House has been featured in:  - The New York Times  - The New Yorker  - Brownstoner  - HGTV  - Atlas Obscura  - Bklyner  - Gothamist    Getting here: This home is accessible by public transport, located just 2 blocks from the Q, B train lines and the B35 bus.",japanese house ; new york times ; interior architecture ; dragon windows ; art objects ; 3rd floor ballroom/billiards room ; prospect park
https://www.airbnb.com/experiences/576789?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=0eaf44d1-67a1-4ffa-a17c-358a50807443&searchId=8e18fa11-fbce-42f3-bc6f-b64337a542cf&sectionId=932113b9-fd5f-453b-b031-3805bc80ca47,Drone lessons & Virtual Reality- NJ/Ny,275,5.0,5,"My goal is introduce my guest to drone technology and make them feel comfortable flying expensive drone equipment. They will learn about drone technology but also rules and regulations of flying drone. They will learn how to take off and land safely. They will understand how to navigate drone within the area. In addition, I will also provide them virtual reality tour (VR) while flying drone.     In the end, guest will also get to take their professional selfie from high above the ground!! Guest are more then welcome to bring their SD cards to capture their flying experience.  Other things to note  Perfect clean day would be ideal for flying drone and getting real experience! If weather doesnât permit such as high winds or rain, then we can always reschedule our training!    We will do this activity while keeping it safe and outdoor with social distancing and mask always on!!! This experience is perfect for anyone who is interested in learning drone technology and/or planning to purchase drone equipment.    Itâs a perfect activity for group and team-building!!!",drone technology ; virtual reality tour ; team-building ; flying experience ; weather permitting ; high winds ; rain ; social distancing ; mask
https://www.airbnb.com/experiences/3687031?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=44796828-c0df-4309-95ba-967f5eb6947d&searchId=e72b11ed-167b-47d4-b038-e7066f83feca&sectionId=e43ffeda-c498-4a35-80d5-36c5542f57f3,Times Square Night-time Edition Photoshoot,59,4.99,291,"Youâll receive a preview link of all photos in 24 hours. You can select 1 complimentary high resolution image per person to be edited and purchase as many additional photos as you want! A Website link to download purchased/included photos will be available for 2 weeks before being removed. It is your responsibility to check the website link for updates on when your photos are ready to download. I will not notify you when photos are ready. You must check website link on your own.     Each additional photo costs: $25  To receive Unedited Gallery to download: $50    *Private Bookings Include: All Unedited Photos AND 10 Complimentary High Res. Photo Edits.*    It takes 4-7 days to receive edits and 1 day to receive unedited photos from the time of payment/telling me photos you want     â¼You must book a private booking for any special events. (Proposal, products, covers, maternity, engagement, etc)â¼      This will be a once in a lifetime 1 hour public group or private photoshoot shoot experience unless booked private.",unedited photos ; 10 complicary high resolution image edits ; private booking ; special events ; photoshoot shoot experience ; complimentary high resolution image selection
https://www.airbnb.com/experiences/500361?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=68bdb554-b339-4041-9694-e5f2c40cf4d7&searchId=885ac543-a5b1-4f6f-96c4-f1449b6fcbc3&sectionId=52cca717-b38f-4c47-9bb5-232dee5f1bfd,Turkish Coffee + Fortune,55,4.99,960,"Turkish coffee fortune reading is an authentic tradition dating back to Ottoman Empire in the 1600s. The leftover coffee grinds that remain in one's cup are believed to reveal their future.    In this vibrant experience hosted by Dr. Honeybrew, your coffee grinds are projected onto a giant monitor allowing for all of the symbols to be witnessed and analyzed right before your eyes!    You will leave knowing both your future & how Turkish coffee fortune reading is conducted.    Decaf options are available for those who are caffeine sensitive. Each session is communal to groups of up to 8 participants per Turkish tradition.    -Dr. Honeybrew  @drhoneybrew",turkish coffee fortune reading ; leftover coffee grinds ; giant monitor ; caffeine sensitive session ; drhoneybrew@drhone
https://www.airbnb.com/experiences/207157?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5ede4bf8-0001-4f11-9d73-3cd9f37387d5&searchId=7f3a971f-a0a1-4920-912d-bf3bb2ba830e&sectionId=682e1afc-c097-460b-a047-d497557c9559,Central Park/Times Square Pro Photo by Thomas Michael,90,4.99,406,"I offer 2 different experiences, Times Square OR Central Park. Private rates are available.     IG: thomas.michael.z  thomasmichaelstudio    I am a native New Yorker and an international photographer/model for 40 years, & I will be with you for 1 to 2 hours.  My work in photography is a natural extension of my desire to tell stories. I will guide you to tell your own story, and I love that my work allows me to express those traits meaningfully. It's a pleasure to document your time in NYC and make a lasting contribution to your story!    My Morning experience will be shot in Central Park with the best light and minor traffic. We will meet at the Pulitzer Fountain and walk through the park to Bethesda Terrace, taking pictures the whole way. You will have the most amazing memories with the images to back them up.      My evening experience will start at Times Square when the light is low & we can get great pictures of you with all the lights in the background;  NY public library is next, and then Grand Central Station.        I am excited to share my 30+ years of experience working in the fashion & advertising industry with you.  This trip will give you incredible pictures.    Other things to note, My experiences are great for teams and team building.   Different time/location or private photo session upon request.   Special rate for Groups & couples.",private rates ; times square ; central park ; minor traffic ; pulitzer fountain ; benjaminsda terrace ; fashion & advertising industry
https://www.airbnb.com/experiences/690043?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5ede4bf8-0001-4f11-9d73-3cd9f37387d5&searchId=7f3a971f-a0a1-4920-912d-bf3bb2ba830e&sectionId=682e1afc-c097-460b-a047-d497557c9559,Ultimate Chinatown Food Tour,83,4.99,150,"THIS IS A TOUR FOR SERIOUS FOOD LOVERS    Great for groups!  Great for teams!  Great for team building!  Great return to office activity!    With the most stops of any Chinatown food tours, weâll visit FIVE different places and eat dumplings, pork buns, tea cakes, noodles, and perhaps THE BONUS ROUND! While you eat, I will let you know the history of the dishes and the history of the neighborhood. All of the places we will go are known for one item, so I will order while you eat!    Other things to note:  Bring warm clothes, a mask, comfortable walking shoes, a hat, a good mood and a large appetite!    Customized private tours ARE available!    Follow along with the adventures on IG: UltimateFoodTours    We can accommodate vegetarians, but please send me a message for all other food allergies.","chinesetown food tours ; dumplings, pork buns, tea cakes, noodles ; customized private tours ; vegetarians ; food allergies"
https://www.airbnb.com/experiences/2598776?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=3e5c0aa3-088c-4916-9313-cf48aba06e7b&searchId=597d2331-e72c-461e-bb4a-e7e6be450f81&sectionId=f9856952-954e-479f-ac04-c59da751a55b,One-Of-A-Kind Central Park Photo Shoot,91,4.99,72,"I will meet you at Central Park and capture timeless one of a kind photos. Whether you're a solo tourist, influencer, family, or corporate team, i am here to capture your moments big and small. This is an opportunity for you to truly capture the moment with a professional, and might i say fun (lol) photographer full of insight on how to achieve the best shot of you in Central Park. You can put your cellphones away and let me do all the photographing work.    We will photograph in locations in Central Park potentially such as:  Bethesda Terrace  Bethesda Fountain  The Mall  Bow Bridge  \""The Lake\"" Viewing Area  Wood Chip Vantage Point      Now what are you waiting for? Let me help you capture your next Central Park trip and create beautiful lasting memories!  Other things to note",central park ; belgium fountain ; mall bow bridge ; wood chip vantage point ; lasting memories ; personal touch ; family
https://www.airbnb.com/experiences/188587?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=3e5c0aa3-088c-4916-9313-cf48aba06e7b&searchId=597d2331-e72c-461e-bb4a-e7e6be450f81&sectionId=f9856952-954e-479f-ac04-c59da751a55b,Max's Wake and Bake Tour,65,4.99,71,"We'll meet up at 11:00 am at Absolute Bagels on the Upper West Side, known for making the best traditional bagels NYC has to offer. This is a 420-friendly tour, so vapes, pens, and organic hemp wrapped blunts are welcome. Feel free to light up! After breakfast, we'll head over to St. John the Divine, one of the world's largest cathedrals, over 130 years old. On our way, we'll pass Tom's Restaurant, the famous \""Seinfeld Diner.\"" From there, we'll stroll through Morningside Park to Central Park, where we'll check out the Harlem Meer and the Conservatory Garden. Then, we will board the subway and head down to 34th St. We'll come to the Hudson Yards, home of the Vessel - an otherworldly art installation perfect for photo opportunities. Then, we'll explore Mercado Little Spain, an authentic Spanish market and eatery featuring the delicious diversity of foods and drinks from all corners of one of the richest culinary countries in the world. Then, we'll walk the High Line, a beautiful elevated park built from the ruins of a train track, now saturated with flora and art installations. This will lead us to Little Island, a thoroughly unique park constructed right on the Hudson. We end our tour at the Chelsea Market, original home of the Oreo cookie. This tour is 420 Friendly and LGBTQ+ Friendly. Great for touring DJs and teams. Kids under 18 are not allowed. Best from April - October.","absolute bagels, 420-friendly tour, vapes, pens, organic hemp wrapped blunts ; central park ; mercedes yards ; "
https://www.airbnb.com/experiences/139031?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=96101f26-db0f-4bc8-8ab1-9eee4df23b17&searchId=ccf4c5f4-145e-48a9-91bf-e40e90cd8087&sectionId=44999ff3-4004-4be4-b67b-d66562a0dc52,"Brooklyn Street Art, Local Tastes, and Amazing City Views",183,4.99,122,"1) Discover Brooklyn's Street Art Scene & History:Â     Check out some incredible murals in the area and learn about how the street art and graffiti scene has evolved over the past 50+ years. We'll learn about the history of DUMBO and view some of the historic factories and artisan shops in the neighborhood that helped shape what the city is today.     2) Soak in the Views of Manhattan & Tastes of NYC:    We'll enjoy some incredibly scenic views of Manhattan and all 3 bridges that connect from Brooklyn into the city, and pop up to a rooftop with a beautiful deck to see the city skyline. You'll also have the option to grab a bite at a local food market with dozens of options as well as a brewery of your choice with a wide selection of beers and ciders.     3) Capture the Moment with A Personal Photographer:    I always make a few key stops along our tour, so that you (and your guests) can get some stunning photo opportunities along the way. I've been shooting photography for 10+ years in NYC, and have scouted out some of the best spots here in Brooklyn!    Note:     âDiscounted rates now running through summer for groups of four or more.     â If you don't see a time on the calendar that works for you please send a request and we can confirm availability!      âIf you're seeking a more custom photoshoot, please be sure to message the host so we can accommodate a private booking.",street art scene ; graffiti scene ; dumbo ; historic factories ; artisan shops ; food market ; beers ; ciders ; personal photoshoot ;
https://www.airbnb.com/experiences/1323659?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,African American Walking Tour of Lower Manhattan,,4.99,347,"This unique three-part, 3 hours walking tour will begin where Manhattan began - at the National Museum of the American Indian. Each part of the tour will last approximately 1 hour. This first leg of the tour will start in Lower Manhattan. Specifically, Bowling Green, where the first enslaved Africans started building the infrastructure of the city,  and end at Wall St. where the enslaved Africans were brought and sold.   The second leg of the tour will start in the Financial District. We will walk up Wall St to Federal Hall - a site next to a famous free African who owned and operated a famous Oyster House in 1825.  The last leg will start around the Brooklyn Bridge, including the African Burial Ground National Monument plaza.  This tour is great for groups, team-building, and field trips, and it's especially beneficial for school-age children.   Depending on the mood and convenience of the group, we can stop for snacks at any time.    Each location is based on a specific chapter in my book. There will be several restroom breaks.   Please note that finding parking is extremely difficult in Lower Manhattan. Indoor garages will cost between $35-40. I advise using public transportation or car service.","three-part, 3 hours walking tour ; lower Manhattan ; national museum of the american Indian ; bowling green ; federal hall ; free african ;"
